property_id,square_feet,bedrooms,bathrooms,location_type,property_age_years,garage_spaces,has_garden,distance_to_city_center_km,school_rating,price_in_lakhs
PROP-1742,1400,3,2,Urban,15,1,No,5.5,5.7,67.09
PROP-1743,3285,4,3,Rural,11,3,Yes,18.0,5.8,107.13
PROP-1744,3730,5,3,Rural,0,2,No,21.3,5.1,113.07
PROP-1745,3795,5,4,Suburban,7,3,Yes,6.3,7.4,154.92
PROP-1746,1603,2,2,Urban,12,3,Yes,1.8,7.7,83.38
PROP-1747,3189,5,3,Suburban,14,0,No,8.1,5.6,119.27
PROP-1748,3610,5,3,Suburban,7,2,No,6.7,9.2,144.04
PROP-1749,3974,5,4,Urban,9,1,Yes,4.9,6.3,200.66
PROP-1750,3951,5,3,Suburban,4,2,No,16.0,9.2,156.52
PROP-1751,2192,4,3,Urban,18,1,Yes,3.2,5.8,111.72
PROP-1752,1847,4,2,Urban,10,3,No,6.2,3.6,90.66
PROP-1753,2326,4,3,Urban,19,2,Yes,2.3,7.4,128.23
PROP-1754,1841,3,2,Urban,19,2,No,3.0,7.2,101.68
PROP-1755,2867,4,3,Urban,20,0,No,1.9,6.9,135.47
PROP-1756,2066,3,2,Suburban,17,0,Yes,13.4,5.8,75.19
PROP-1757,3643,5,4,Urban,9,2,No,3.5,6.7,183.77
PROP-1758,3492,5,4,Urban,33,0,No,4.7,6.0,159.45
PROP-1759,3331,4,2,Urban,25,2,No,5.6,6.3,152.59
PROP-1760,1867,2,2,Rural,29,0,No,24.3,8.1,34.67
PROP-1761,2190,2,2,Suburban,8,2,Yes,13.5,7.1,82.64
PROP-1762,2726,3,2,Suburban,30,1,Yes,17.2,7.8,96.81
PROP-1763,3886,5,4,Suburban,3,2,No,9.6,6.4,153.79
PROP-1764,2095,3,3,Rural,5,2,Yes,21.1,6.3,57.3
PROP-1765,3036,4,3,Urban,13,1,No,5.3,5.0,146.15
PROP-1766,2169,3,2,Suburban,3,0,Yes,13.3,6.2,83.7
PROP-1767,2038,3,2,Suburban,25,0,Yes,8.1,2.0,71.7
PROP-1768,2506,3,3,Suburban,16,1,Yes,10.5,5.9,97.19
PROP-1769,2015,2,2,Urban,18,1,No,3.8,6.7,88.86
PROP-1770,1149,2,1,Suburban,5,2,Yes,11.0,7.7,43.84
PROP-1771,2330,4,2,Urban,28,1,No,2.1,6.4,106.51
PROP-1772,1160,2,1,Suburban,10,1,Yes,17.1,7.4,41.54
PROP-1773,4048,5,4,Suburban,15,1,No,15.1,3.3,149.64
PROP-1774,866,1,1,Urban,29,0,No,3.9,6.7,31.57
PROP-1775,1974,4,3,Suburban,24,1,Yes,14.2,4.1,75.39
PROP-1776,1805,2,2,Urban,10,3,No,6.4,4.9,84.06
PROP-1777,2477,4,3,Suburban,6,2,No,7.6,6.5,105.44
PROP-1778,3791,5,4,Suburban,25,1,Yes,9.0,8.8,151.42
PROP-1779,3973,5,3,Urban,21,1,No,4.3,7.4,182.66
PROP-1780,4136,5,3,Urban,24,2,No,5.8,6.8,201.23
PROP-1781,2460,4,3,Rural,18,1,No,15.6,6.8,70.86
PROP-1782,3142,5,4,Urban,30,0,Yes,6.9,5.7,149.59
PROP-1783,3573,5,4,Urban,25,0,No,3.7,5.9,164.56
PROP-1784,1855,3,2,Urban,22,1,Yes,3.2,7.5,97.46
PROP-1785,2864,5,4,Suburban,12,3,Yes,9.5,4.6,115.74
PROP-1786,740,1,1,Suburban,24,2,Yes,8.1,7.7,31.96
PROP-1787,1363,2,1,Urban,1,0,Yes,5.7,6.2,72.4
PROP-1788,2531,3,2,Urban,1,0,Yes,6.7,8.1,124.74
PROP-1789,688,1,1,Urban,15,2,No,3.5,8.3,43.79
PROP-1790,3847,5,3,Urban,8,2,No,6.7,4.1,186.32
PROP-1791,4172,5,4,Suburban,27,2,Yes,15.9,5.9,158.15
PROP-1792,822,2,2,Suburban,12,2,Yes,11.8,5.4,29.9
PROP-1793,1302,1,1,Urban,34,0,No,5.0,3.9,51.74
PROP-1794,1403,2,2,Urban,12,2,No,3.6,5.1,64.94
PROP-1795,1893,4,4,Urban,30,2,No,4.4,10.0,102.47
PROP-1796,1731,3,3,Rural,20,1,Yes,16.0,7.8,49.5
PROP-1797,2333,4,3,Rural,31,2,Yes,26.8,9.9,64.7
PROP-1798,3173,5,4,Suburban,33,1,Yes,6.6,8.1,126.97
PROP-1799,1105,1,1,Urban,7,0,No,5.9,5.6,51.96
PROP-1800,1478,2,2,Urban,1,1,No,5.9,6.2,70.42
PROP-1801,1544,2,2,Urban,31,0,No,2.4,7.7,71.32
PROP-1802,2034,3,2,Urban,27,1,No,2.9,7.5,98.84
PROP-1803,2608,4,3,Suburban,0,1,Yes,11.8,5.9,104.08
PROP-1804,3722,5,4,Suburban,9,1,Yes,13.2,4.4,149.55
PROP-1805,3084,5,4,Rural,3,1,Yes,19.9,10.0,98.84
PROP-1806,2646,4,3,Suburban,34,1,Yes,13.1,6.6,93.25
PROP-1807,3045,5,4,Urban,9,0,Yes,2.8,6.3,157.1
PROP-1808,839,1,2,Suburban,10,2,No,6.7,7.0,32.66
PROP-1809,1154,2,1,Urban,13,1,No,1.0,6.4,57.67
PROP-1810,1864,4,3,Urban,11,1,No,1.6,7.0,98.77
PROP-1811,2181,3,2,Suburban,16,2,Yes,15.5,8.9,86.24
PROP-1812,4090,5,4,Urban,15,2,No,6.8,6.6,202.01
PROP-1813,4130,5,4,Suburban,34,2,Yes,11.1,4.9,151.92
PROP-1814,1473,3,2,Urban,1,1,No,4.1,6.5,79.1
PROP-1815,1578,1,1,Suburban,10,0,Yes,7.8,6.1,60.92
PROP-1816,1583,2,1,Suburban,2,2,Yes,12.6,9.1,72.11
PROP-1817,1790,2,1,Urban,28,1,No,1.9,8.7,84.95
PROP-1818,783,1,1,Suburban,17,1,Yes,13.3,7.0,22.92
PROP-1819,2755,3,2,Urban,19,0,No,6.6,4.8,123.93
PROP-1820,1334,1,1,Suburban,13,2,Yes,8.3,4.8,46.82
PROP-1821,3369,5,3,Suburban,33,0,Yes,15.2,6.8,115.64
PROP-1822,2870,4,3,Suburban,30,3,Yes,6.3,7.3,114.46
PROP-1823,2502,3,2,Rural,17,2,No,21.4,6.2,63.32
PROP-1824,1464,3,2,Urban,29,1,No,1.7,6.0,70.02
PROP-1825,1822,4,2,Suburban,24,2,No,10.2,5.9,70.53
PROP-1826,729,1,1,Suburban,18,2,Yes,8.1,6.8,23.05
PROP-1827,3583,5,4,Rural,7,2,No,21.3,3.0,100.24
PROP-1828,3934,5,4,Urban,27,1,No,3.5,5.0,179.11
PROP-1829,852,1,1,Suburban,7,2,Yes,9.6,5.8,34.49
PROP-1830,3461,4,3,Suburban,30,1,Yes,13.9,8.7,130.03
PROP-1831,1902,4,3,Urban,2,3,No,6.5,5.5,102.44
PROP-1832,2349,3,2,Suburban,2,1,Yes,10.8,7.1,93.73
PROP-1833,1900,3,3,Urban,21,1,No,2.2,7.2,97.86
PROP-1834,2332,3,2,Suburban,16,2,Yes,9.2,8.9,87.61
PROP-1835,2205,4,3,Rural,16,2,Yes,29.5,8.8,70.58
PROP-1836,4162,5,3,Suburban,13,1,Yes,12.9,6.7,157.75
PROP-1837,4123,5,4,Suburban,8,0,Yes,11.5,6.0,159.03
PROP-1838,2744,4,3,Suburban,29,1,No,7.8,5.7,96.6
PROP-1839,1906,2,1,Urban,20,3,Yes,3.7,6.4,100.55
PROP-1840,4026,5,3,Urban,11,2,No,2.7,6.1,193.22
PROP-1841,2199,3,2,Suburban,31,2,No,17.3,7.7,74.78
PROP-1842,1816,3,2,Urban,10,0,No,6.3,7.5,89.69
PROP-1843,4136,5,4,Urban,19,1,No,1.5,7.7,195.98
PROP-1844,2046,3,3,Suburban,34,2,No,12.2,8.8,71.19
PROP-1845,3980,5,4,Urban,10,2,No,2.4,9.8,202.87
PROP-1846,3353,5,4,Urban,7,0,No,3.5,7.0,163.59
PROP-1847,1120,1,1,Suburban,3,2,Yes,16.5,8.6,44.69
PROP-1848,3668,5,4,Urban,26,1,No,4.2,6.2,172.89
PROP-1849,1685,2,2,Rural,29,0,No,20.7,8.7,38.67
PROP-1850,2003,2,2,Rural,26,1,Yes,18.5,8.5,52.46
PROP-1851,3433,4,4,Suburban,20,1,Yes,15.6,8.4,135.64
PROP-1852,3481,5,4,Urban,19,1,No,4.7,7.0,165.97
PROP-1853,1617,3,2,Suburban,3,0,No,11.6,5.7,56.21
PROP-1854,1007,1,1,Suburban,10,0,Yes,8.6,4.6,40.86
PROP-1855,3669,5,4,Suburban,12,2,No,10.0,6.7,142.3
PROP-1856,4129,5,3,Urban,8,0,No,6.8,9.3,196.3
PROP-1857,1317,3,2,Suburban,3,1,No,12.2,6.3,47.0
PROP-1858,1022,1,1,Suburban,11,1,Yes,10.8,8.1,44.55
PROP-1859,1681,2,1,Suburban,8,1,Yes,12.3,8.2,65.51
PROP-1860,1795,3,2,Suburban,12,2,Yes,15.3,6.3,70.23
PROP-1861,2021,4,2,Suburban,25,1,Yes,10.1,8.9,79.78
PROP-1862,3373,5,4,Suburban,12,2,No,8.1,2.1,131.87
PROP-1863,739,2,2,Urban,27,2,No,4.5,4.8,31.9
PROP-1864,3395,4,3,Suburban,18,0,No,14.0,5.3,127.46
PROP-1865,4037,5,3,Urban,23,0,Yes,5.3,5.5,190.36
PROP-1866,3899,5,4,Suburban,18,1,Yes,16.6,7.3,152.78
PROP-1867,1189,1,1,Urban,12,1,Yes,3.2,7.3,63.48
PROP-1868,3429,4,3,Suburban,12,2,Yes,6.9,7.4,138.78
PROP-1869,1518,2,1,Urban,27,1,No,6.8,7.8,64.31
PROP-1870,690,1,1,Suburban,1,1,Yes,11.2,5.3,29.84
PROP-1871,1389,1,1,Suburban,9,0,Yes,13.5,4.9,47.5
PROP-1872,2596,4,4,Urban,21,1,No,5.0,7.4,125.25
PROP-1873,3199,5,4,Urban,12,1,No,4.3,5.8,158.63
PROP-1874,3656,5,3,Urban,8,1,No,2.2,4.3,181.56
PROP-1875,3866,5,4,Rural,32,1,Yes,27.8,8.4,114.11
PROP-1876,1874,3,2,Suburban,13,0,No,15.6,9.0,71.38
PROP-1877,1578,2,1,Suburban,19,2,Yes,12.6,9.3,69.19
PROP-1878,2686,5,4,Urban,14,2,No,3.9,7.1,136.73
PROP-1879,3158,4,3,Suburban,31,1,Yes,7.4,7.8,122.05
PROP-1880,3429,5,4,Rural,32,1,Yes,16.4,9.0,106.83
PROP-1881,3449,5,4,Suburban,16,3,Yes,10.1,5.8,137.21
PROP-1882,1574,2,1,Suburban,23,1,No,9.7,8.6,53.27
PROP-1883,3606,3,2,Urban,29,1,Yes,6.7,7.2,172.35
PROP-1884,2231,3,2,Urban,12,0,Yes,5.7,8.3,107.75
PROP-1885,3974,5,4,Urban,15,2,No,5.0,7.1,190.94
PROP-1886,1039,2,2,Urban,1,0,Yes,4.1,8.9,67.09
PROP-1887,2267,3,3,Urban,16,3,No,2.0,7.2,121.05
PROP-1888,3580,4,3,Urban,31,2,No,6.9,4.4,164.0
PROP-1889,905,2,2,Urban,7,2,No,3.3,9.1,54.92
PROP-1890,1358,2,2,Rural,2,2,Yes,16.8,5.3,42.81
PROP-1891,2488,4,4,Suburban,11,1,No,11.9,8.8,101.82
PROP-1892,2594,4,3,Suburban,19,1,Yes,16.5,6.7,103.41
PROP-1893,3147,4,3,Suburban,15,2,Yes,16.6,8.7,125.23
PROP-1894,659,1,1,Urban,13,3,Yes,1.1,8.6,52.2
PROP-1895,3521,5,4,Suburban,15,1,Yes,16.6,7.5,134.12
PROP-1896,1447,2,2,Urban,32,3,No,2.6,7.6,69.93
PROP-1897,3963,5,4,Suburban,29,1,No,6.5,7.5,147.47
PROP-1898,3972,5,4,Urban,11,1,No,6.1,3.6,184.99
PROP-1899,1526,2,2,Rural,14,1,No,29.7,7.0,32.54
PROP-1900,1678,3,2,Urban,17,1,No,4.6,5.0,80.01
PROP-1901,3840,5,4,Urban,27,0,No,4.4,7.1,182.0
PROP-1902,1665,2,1,Rural,22,1,Yes,28.8,5.0,40.94
PROP-1903,2474,4,4,Urban,13,1,Yes,5.7,4.9,126.48
PROP-1904,1023,1,1,Suburban,29,1,Yes,16.7,9.4,36.35
PROP-1905,3786,4,3,Suburban,32,1,Yes,12.6,8.5,139.72
PROP-1906,2843,3,2,Suburban,14,3,Yes,17.6,6.8,115.07
PROP-1907,873,1,1,Rural,6,1,Yes,31.9,7.1,25.85
PROP-1908,1912,3,2,Rural,14,1,Yes,17.0,6.4,57.72
PROP-1909,2874,5,4,Urban,10,0,No,6.1,7.7,140.18
PROP-1910,2452,4,3,Suburban,28,0,Yes,12.0,5.7,85.84
PROP-1911,1502,2,2,Suburban,30,2,No,10.7,8.4,54.07
PROP-1912,4003,5,3,Suburban,24,1,Yes,13.4,6.4,150.53
PROP-1913,712,2,2,Urban,23,2,Yes,1.3,6.1,43.08
PROP-1914,1890,2,1,Suburban,18,0,Yes,12.1,6.8,67.18
PROP-1915,3524,4,3,Rural,1,1,Yes,29.8,5.9,101.14
PROP-1916,3492,5,4,Rural,21,1,Yes,18.6,7.3,102.28
PROP-1917,1338,1,1,Suburban,19,1,No,11.1,5.9,42.65
PROP-1918,2134,4,3,Urban,32,0,No,6.6,7.5,103.62
PROP-1919,2283,3,2,Urban,7,0,No,3.6,8.7,116.82
PROP-1920,2802,4,3,Suburban,24,1,Yes,10.3,5.6,106.84
PROP-1921,3820,5,3,Suburban,8,0,Yes,11.3,6.6,151.45
PROP-1922,1160,1,1,Suburban,33,3,Yes,12.2,7.5,38.87
PROP-1923,1034,1,1,Urban,22,1,No,4.8,6.1,41.25
PROP-1924,1054,1,1,Suburban,4,0,Yes,15.6,7.5,36.05
PROP-1925,3520,5,4,Suburban,24,0,Yes,11.4,7.7,133.85
PROP-1926,1167,1,1,Rural,7,1,Yes,28.9,8.5,27.32
PROP-1927,1125,2,2,Suburban,15,0,No,12.4,5.8,40.21
PROP-1928,2650,5,4,Urban,14,2,Yes,3.0,5.3,137.46
PROP-1929,3406,5,3,Suburban,0,3,No,13.9,6.3,135.29
PROP-1930,2318,3,2,Urban,21,1,Yes,5.3,5.3,116.48
PROP-1931,2543,4,3,Rural,2,1,Yes,24.5,7.7,78.06
PROP-1932,3468,5,4,Urban,13,0,No,1.3,4.9,168.04
PROP-1933,2110,3,2,Suburban,17,2,No,8.0,10.0,87.35
PROP-1934,3744,5,4,Urban,17,1,No,2.7,8.9,182.02
PROP-1935,3694,5,4,Suburban,2,1,Yes,9.4,6.8,155.78
PROP-1936,3374,5,4,Suburban,9,1,Yes,14.1,8.2,139.14
PROP-1937,1363,2,2,Suburban,0,2,Yes,6.2,4.2,65.82
PROP-1938,4179,5,4,Urban,26,1,No,5.5,10.0,199.62
PROP-1939,732,2,1,Urban,26,0,Yes,2.6,5.9,32.86
PROP-1940,1818,2,1,Urban,10,2,Yes,2.9,6.6,93.59
PROP-1941,3806,5,4,Suburban,4,1,No,12.3,3.8,145.43
PROP-1942,3799,5,4,Urban,6,2,Yes,2.3,7.6,192.54
PROP-1943,3154,5,3,Suburban,18,0,Yes,16.6,5.0,115.48
PROP-1944,2551,4,3,Rural,28,2,No,16.5,7.0,66.32
PROP-1945,2698,3,2,Rural,14,2,Yes,22.6,5.9,77.16
PROP-1946,700,1,1,Suburban,34,0,Yes,16.2,5.1,15.0
PROP-1947,1334,2,2,Suburban,11,2,Yes,13.4,5.5,46.46
PROP-1948,1366,2,1,Urban,29,1,Yes,2.8,7.2,66.92
PROP-1949,2119,3,2,Suburban,19,3,No,11.0,4.7,76.27
PROP-1950,1098,1,1,Suburban,2,0,Yes,14.5,5.6,35.32
PROP-1951,1530,3,2,Urban,8,2,No,6.8,7.9,85.6
PROP-1952,1137,1,1,Suburban,25,1,Yes,16.7,10.0,39.98
PROP-1953,2473,3,2,Suburban,1,3,No,10.1,7.6,105.75
PROP-1954,2731,4,3,Rural,22,1,No,32.0,5.3,64.45
PROP-1955,4069,5,3,Urban,22,3,No,1.0,6.2,208.02
PROP-1956,2792,4,3,Suburban,20,3,Yes,6.3,6.9,113.25
PROP-1957,3793,5,4,Urban,15,1,No,5.9,6.2,189.29
PROP-1958,2224,3,2,Urban,8,2,No,2.2,8.2,115.01
PROP-1959,2851,4,3,Rural,12,3,Yes,16.0,7.1,87.01
PROP-1960,899,1,1,Suburban,27,1,Yes,8.8,8.3,33.14
PROP-1961,1323,2,2,Suburban,26,1,Yes,11.1,6.3,47.62
PROP-1962,1087,2,1,Urban,16,1,Yes,5.4,8.9,54.2
PROP-1963,2815,3,1,Suburban,0,1,Yes,13.5,6.5,105.59
PROP-1964,1420,2,1,Suburban,17,0,No,8.9,5.2,44.7
PROP-1965,4027,5,4,Urban,8,1,Yes,4.0,10.0,208.43
PROP-1966,917,2,1,Suburban,12,1,Yes,17.1,3.9,20.48
PROP-1967,2634,5,4,Urban,14,1,No,5.9,5.6,134.44
PROP-1968,1727,2,1,Suburban,3,0,Yes,9.9,5.8,63.81
PROP-1969,885,1,1,Suburban,32,2,Yes,17.8,10.0,24.4
PROP-1970,1038,2,1,Urban,23,2,Yes,5.3,9.7,59.93
PROP-1971,3687,5,4,Urban,9,0,No,1.4,9.2,185.22
PROP-1972,1412,3,1,Urban,19,2,No,1.2,6.3,74.6
PROP-1973,2498,4,3,Urban,10,2,No,2.0,10.0,135.04
PROP-1974,3098,5,3,Suburban,11,3,No,14.7,7.4,124.06
PROP-1975,1273,2,2,Suburban,17,0,Yes,8.2,8.4,50.07
PROP-1976,3464,5,4,Urban,29,1,No,4.1,7.1,166.87
PROP-1977,4024,5,4,Urban,19,3,No,1.6,6.7,198.6
PROP-1978,3616,5,4,Suburban,24,3,Yes,17.1,6.4,137.09
PROP-1979,3928,5,3,Suburban,11,2,Yes,10.1,6.5,158.1
PROP-1980,1902,3,2,Urban,20,2,No,6.4,7.8,92.58
PROP-1981,3550,5,4,Urban,24,0,No,6.7,7.4,167.67
PROP-1982,1227,1,1,Suburban,10,1,Yes,6.1,6.7,52.7
PROP-1983,2772,4,4,Urban,8,1,Yes,3.8,9.2,147.3
PROP-1984,1084,2,1,Urban,24,0,No,1.1,2.1,40.26
PROP-1985,2800,4,3,Suburban,34,2,No,16.9,7.6,96.67
PROP-1986,4143,5,3,Suburban,31,0,Yes,12.2,7.9,152.98
PROP-1987,1413,2,2,Suburban,13,1,Yes,6.9,8.6,61.87
PROP-1988,3435,5,4,Suburban,0,3,No,7.3,6.7,148.3
PROP-1989,3503,5,4,Suburban,16,0,Yes,10.6,7.1,134.4
PROP-1990,1979,2,2,Urban,24,3,No,6.6,8.4,94.43
PROP-1991,2795,4,3,Urban,7,3,No,5.2,9.2,150.33
PROP-1992,3495,5,3,Urban,4,1,No,6.2,6.3,173.3
PROP-1993,2008,3,3,Urban,4,0,No,3.2,7.2,98.73
PROP-1994,3556,5,3,Suburban,34,1,No,6.5,9.5,138.22
PROP-1995,3132,5,4,Rural,18,1,Yes,31.6,3.4,76.97
PROP-1996,1096,2,2,Rural,22,1,No,15.3,5.7,26.89
PROP-1997,2667,4,3,Suburban,8,1,Yes,17.4,9.1,103.53
PROP-1998,1981,3,3,Urban,29,3,No,3.2,8.5,106.74
PROP-1999,898,2,2,Urban,15,0,No,1.1,7.6,40.12
PROP-2000,815,2,1,Suburban,32,2,No,14.3,6.1,24.91
PROP-2001,3681,5,4,Suburban,1,0,No,17.8,5.4,137.9
PROP-2002,2008,3,2,Suburban,13,1,Yes,17.6,5.9,72.57
PROP-2003,1669,2,1,Suburban,0,3,Yes,7.9,9.3,79.2
PROP-2004,1191,2,1,Suburban,25,1,Yes,8.2,5.8,43.52
PROP-2005,1408,3,2,Suburban,24,0,Yes,12.8,7.0,46.96
PROP-2006,3827,5,4,Urban,15,2,No,4.8,5.6,184.05
PROP-2007,2778,3,3,Suburban,14,2,No,14.9,8.1,107.91
PROP-2008,2830,4,3,Rural,25,2,Yes,18.1,5.9,75.6
PROP-2009,1446,2,1,Urban,15,1,No,6.8,6.6,64.1
PROP-2010,3597,5,3,Suburban,13,1,Yes,13.7,4.1,146.07
PROP-2011,787,2,1,Urban,28,3,Yes,6.1,4.2,33.81
PROP-2012,2881,4,4,Rural,23,3,Yes,24.2,6.8,90.07
PROP-2013,4122,5,3,Urban,14,1,Yes,3.5,4.7,197.54
PROP-2014,2003,2,1,Suburban,18,2,No,17.7,10.0,74.05
PROP-2015,3482,5,4,Urban,7,1,Yes,4.5,3.5,175.46
PROP-2016,2525,4,3,Suburban,33,1,Yes,16.4,5.5,92.06
PROP-2017,3681,5,4,Urban,1,0,No,6.7,6.8,181.02
PROP-2018,718,1,1,Urban,26,1,Yes,5.1,6.2,38.22
PROP-2019,3243,4,4,Suburban,9,1,Yes,12.6,5.0,124.06
PROP-2020,2750,5,4,Rural,34,0,No,15.1,5.3,72.36
PROP-2021,2123,3,3,Urban,22,1,No,1.2,5.2,101.31
PROP-2022,854,1,1,Urban,7,2,No,2.2,6.3,41.27
PROP-2023,2823,4,3,Suburban,27,2,Yes,8.2,9.9,113.61
PROP-2024,692,1,1,Suburban,22,2,Yes,9.1,6.9,26.97
PROP-2025,2556,3,2,Rural,3,3,No,20.2,8.7,78.95
PROP-2026,2808,3,3,Urban,13,0,No,3.2,7.6,143.28
PROP-2027,1410,2,2,Suburban,28,1,No,11.0,8.6,45.35
PROP-2028,3904,5,4,Urban,0,2,No,1.6,2.3,197.3
PROP-2029,3545,4,4,Urban,3,1,No,1.3,6.3,180.35
PROP-2030,2792,5,4,Suburban,31,1,No,14.1,8.9,104.62
PROP-2031,2644,4,2,Suburban,32,0,No,12.4,5.9,84.17
PROP-2032,4095,5,4,Suburban,25,2,Yes,11.3,9.6,159.34
PROP-2033,2585,4,3,Urban,16,1,No,4.8,9.2,127.96
PROP-2034,1549,2,1,Suburban,22,2,Yes,15.9,6.0,47.43
PROP-2035,1009,2,2,Suburban,31,1,No,11.1,6.0,25.5
PROP-2036,3597,5,3,Rural,14,2,Yes,25.9,5.2,98.5
PROP-2037,2369,4,3,Urban,12,2,Yes,6.7,5.8,126.76
PROP-2038,930,1,1,Urban,1,2,No,6.0,4.8,48.83
PROP-2039,3916,5,3,Urban,18,1,No,3.6,7.5,191.66
PROP-2040,2537,4,3,Suburban,23,1,Yes,13.7,4.5,94.58
PROP-2041,3916,5,4,Urban,23,2,Yes,2.1,7.8,197.07
PROP-2042,1316,2,2,Rural,10,1,No,24.5,7.8,38.13
PROP-2043,742,2,1,Urban,21,1,No,6.9,4.1,26.26
PROP-2044,1321,2,1,Rural,14,0,No,23.8,9.3,30.26
PROP-2045,2619,3,2,Urban,9,3,No,6.6,7.6,134.32
PROP-2046,710,1,1,Suburban,26,0,Yes,10.9,8.0,16.47
PROP-2047,3331,5,4,Rural,8,2,No,32.0,5.6,104.74
PROP-2048,3772,5,4,Urban,27,1,No,4.5,7.8,180.71
PROP-2049,4124,5,4,Rural,0,1,Yes,15.7,8.6,134.13
PROP-2050,1678,3,2,Suburban,16,2,Yes,13.0,6.6,71.51
PROP-2051,2139,2,2,Rural,30,0,No,19.7,10.0,54.05
PROP-2052,1253,2,1,Suburban,9,1,No,6.4,6.9,48.67
PROP-2053,1331,2,2,Urban,28,2,No,5.9,8.6,64.04
PROP-2054,3231,5,3,Urban,17,2,No,2.7,7.3,156.05
PROP-2055,2078,2,1,Urban,5,0,Yes,5.8,7.7,100.21
PROP-2056,3535,5,3,Urban,11,2,Yes,2.7,4.1,178.34
PROP-2057,3342,4,3,Urban,13,2,No,2.2,7.4,167.67
PROP-2058,2930,3,2,Urban,9,2,Yes,6.8,5.6,148.3
PROP-2059,1173,2,2,Suburban,19,1,No,10.3,5.4,38.7
PROP-2060,3043,5,4,Suburban,14,1,Yes,13.2,9.6,121.0
PROP-2061,3767,5,3,Urban,30,3,No,4.7,6.5,184.03
PROP-2062,3243,5,4,Urban,6,2,No,4.4,5.2,168.99
PROP-2063,2618,4,3,Suburban,9,1,Yes,17.0,6.2,104.85
PROP-2064,1751,2,1,Urban,9,1,No,5.0,4.7,79.77
PROP-2065,2403,3,3,Urban,27,1,No,3.4,9.1,119.29
PROP-2066,2486,4,3,Urban,29,1,No,6.2,5.7,126.11
PROP-2067,3794,5,3,Rural,2,1,Yes,18.1,7.6,119.64
PROP-2068,3491,5,4,Suburban,14,1,Yes,12.5,9.0,136.52
PROP-2069,2946,4,3,Urban,20,2,No,6.7,6.0,138.94
PROP-2070,2744,4,3,Suburban,11,0,Yes,13.5,7.7,109.2
PROP-2071,1794,3,3,Suburban,3,2,Yes,15.8,5.2,68.94
PROP-2072,2911,4,3,Suburban,8,0,No,13.8,10.0,113.97
PROP-2073,2936,5,4,Suburban,27,1,Yes,16.1,8.3,114.67
PROP-2074,1729,2,2,Suburban,22,0,No,17.3,6.5,58.17
PROP-2075,3047,5,4,Urban,21,1,No,2.6,5.6,152.86
PROP-2076,756,1,1,Urban,23,2,No,2.0,6.6,37.99
PROP-2077,3528,4,3,Suburban,25,2,No,11.8,6.3,121.28
PROP-2078,697,1,1,Rural,29,1,Yes,26.9,9.9,15.0
PROP-2079,986,1,1,Suburban,32,1,Yes,8.7,4.8,29.79
PROP-2080,1699,2,1,Suburban,15,1,Yes,6.0,7.0,67.1
PROP-2081,3501,4,3,Rural,21,2,Yes,20.8,6.8,95.23
PROP-2082,1930,3,3,Urban,17,2,No,6.8,6.6,92.61
PROP-2083,2705,4,3,Suburban,6,1,No,14.3,6.6,99.97
PROP-2084,1274,1,1,Suburban,25,2,Yes,10.8,6.6,37.25
PROP-2085,2540,4,2,Rural,7,2,Yes,18.3,8.2,82.41
PROP-2086,1926,3,3,Rural,5,0,No,21.1,7.8,52.19
PROP-2087,2365,4,3,Suburban,29,1,Yes,8.0,7.5,100.89
PROP-2088,3416,5,4,Urban,22,3,No,1.6,2.0,163.97
PROP-2089,952,2,2,Suburban,31,2,No,16.9,7.3,32.79
PROP-2090,1288,1,1,Urban,21,1,No,7.0,4.2,45.26
PROP-2091,705,1,1,Suburban,8,1,Yes,8.0,7.8,30.06
PROP-2092,1375,2,2,Rural,30,1,Yes,15.9,9.2,37.79
PROP-2093,1175,1,1,Urban,6,1,Yes,3.0,5.3,56.36
PROP-2094,1123,2,1,Suburban,8,2,Yes,11.5,6.4,45.83
PROP-2095,677,1,1,Suburban,12,1,Yes,8.5,5.8,25.29
PROP-2096,2775,5,4,Suburban,2,2,No,9.6,8.8,119.68
PROP-2097,3937,5,4,Urban,34,2,No,2.2,7.0,194.26
PROP-2098,4107,5,4,Suburban,32,0,No,15.3,9.6,149.78
PROP-2099,1014,2,2,Rural,20,1,Yes,27.1,7.5,24.6
PROP-2100,3363,5,3,Rural,30,1,No,25.8,7.2,89.37
PROP-2101,1175,1,1,Urban,33,2,Yes,3.3,6.9,55.62
PROP-2102,3396,4,2,Rural,31,1,Yes,30.5,8.1,86.46
PROP-2103,1985,4,2,Suburban,34,2,Yes,17.6,4.0,65.37
PROP-2104,1532,2,1,Urban,14,2,Yes,2.0,6.9,80.57
PROP-2105,1680,3,2,Urban,31,1,Yes,2.3,6.7,84.9
PROP-2106,1676,3,2,Urban,5,3,Yes,4.2,8.0,100.92
PROP-2107,2296,5,4,Rural,20,3,Yes,16.6,6.5,76.43
PROP-2108,1568,2,2,Suburban,32,0,No,11.2,5.1,47.07
PROP-2109,3447,5,4,Suburban,31,1,Yes,13.0,6.8,128.5
PROP-2110,3060,5,4,Urban,18,3,Yes,4.1,5.1,157.6
PROP-2111,2424,3,2,Suburban,32,3,Yes,10.0,3.7,85.12
PROP-2112,2181,4,3,Urban,27,0,No,4.3,8.0,102.61
PROP-2113,3995,5,3,Urban,30,0,Yes,6.8,7.7,192.38
